 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd,, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, min_seg_size_forward, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7216809,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7213824,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7211839,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7209836,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7210830,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7206833,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7207838,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7163823,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7164793,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7161829,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7154798,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7151800,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5871383,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5851911,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5832759,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5830824,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5829418,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5798849,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5795820,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5776847,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5762800,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5762822,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5761767,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5284390,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5280540,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5275899,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5279260,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5277963,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5274800,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5262916,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5261910,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5259853,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5259020,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5257842,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5170863,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5168930,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5167155,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5168151,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5166191,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4534894,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3867596,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3865609,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3867904,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3852157,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3852241,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3850194,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3848900,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3847883,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3846849,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3831423,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,88,1,1,6,6,6,6,0,0,0,0,20,20,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,1,6,1,6,256,229,0,20,0,0,0,20,20,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3799390,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3790918,6,0,36,0,6,6,0,0,0,0,120,0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0,0,0,120,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3793718,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3794267,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3794896,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3793919,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3792920,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3791899,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3789914,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3789910,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3789024,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3784906,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3786900,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3787975,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3782927,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3264934,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3263942,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3265928,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3263967,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3261945,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3209883,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3210931,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3208903,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3207741,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3206037,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3195197,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3164935,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3164926,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3163944,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3162897,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3161060,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3161403,5,0,30,0,6,6,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,100,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3158073,4,0,24,0,6,6,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,0,1,DDoS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
